200,11010, 26160403, 115811
400,19624, 68140436, 219071
600,27276, 117388319, 314711
801,34391, 171865855, 405689
1001,41262, 231561953, 494803
1201,47696, 293641959, 579653
1401,53784, 357578815, 660949
1601,59850, 425699350, 742393
1801,65683, 495576189, 821507
2001,71498, 569130219, 900863
2201,77137, 644400275, 978569
2401,82626, 721017737, 1054649
2601,88014, 799006673, 1129367
2801,93240, 877141354, 1201813
3001,98433, 958287135, 1274773
3201,103501, 1040254654, 1346461
3401,108519, 1123775309, 1417573
3601,113487, 1208239886, 1487713
3801,118404, 1294397222, 1557593
4001,123216, 1381534517, 1626707
4201,127952, 1468711909, 1694393
4401,132628, 1557390093, 1761919
4601,137269, 1646440732, 1828433
4801,141835, 1735674874, 1893887
5001,146392, 1827106590, 1959799
5201,150901, 1919346395, 2025197
5401,155390, 2012782404, 2090381
5601,159867, 2107709804, 2155579
5801,164198, 2201565416, 2219083
6001,168541, 2296042579, 2282099
6201,172784, 2391528209, 2344921
6401,177087, 2488936746, 2408149
6601,181323, 2586261891, 2470471
6801,185524, 2683731319, 2532161
7001,189679, 2781730912, 2593421
7201,193812, 2880438307, 2654401
7401,197953, 2980461158, 2715481
7601,202009, 3080566904, 2775931
7801,206077, 3180456542, 2835593
8001,210095, 3282440678, 2895881
8201,214065, 3383808877, 2955181
8401,218067, 3486359314, 3014573
8601,221990, 3589760983, 3073853
8801,225909, 3691642956, 3131743
9001,229844, 3796156524, 3190559
9201,233714, 3898781386, 3247789
9401,237554, 4003626858, 3305719
9601,241364, 4109333656, 3363653
9801,245193, 4213791735, 3420401
10001,248955, 4319430423, 3477317
10201,252667, 4425871759, 3534197
10401,256385, 4532067369, 3590473
10601,260148, 4638799366, 3646633
10801,263835, 4745187748, 3702163
11001,267548, 4852853421, 3757939
11201,271178, 4960965055, 3813521
11402,274811, 5068169093, 3868261
11602,278454, 5177514539, 3923687
11802,282079, 5286434973, 3978511
12002,285653, 5395984742, 4033261
12202,289228, 5504599720, 4087199
12402,292794, 5615781113, 4142029
12602,296407, 5727188991, 4196629
12802,299918, 5837441060, 4250303
13002,303410, 5948362661, 4303963
13202,306882, 6059761161, 4357519
13402,310365, 6171729580, 4411019
13602,313869, 6282043327, 4463413
13802,317319, 6394069067, 4516307
14002,320756, 6506267459, 4568969
14202,324199, 6619674298, 4621891
14402,327621, 6733721380, 4674821
14602,331046, 6846990446, 4727089
14802,334405, 6959771249, 4778843
15002,337799, 7075317664, 4831577
15202,341156, 7187900443, 4882681
15402,344533, 7301984779, 4934203
15602,347905, 7416606407, 4985693
15802,351184, 7529946140, 5036347
16002,354601, 7648587924, 5089081
16202,357945, 7765389389, 5140763
16402,361105, 7877409770, 5190077
16602,364503, 7996974768, 5242451
16802,367864, 8115556899, 5294137
17002,371127, 8231659516, 5344499
17202,374358, 8347883345, 5394671
17402,377585, 8464653955, 5444843
17602,380845, 8583028332, 5495489
17802,384074, 8701678699, 5545999
18002,387290, 8819754294, 5596057
18202,390443, 8936768749, 5645407
18402,393611, 9054526889, 5694907
18602,396797, 9171952691, 5744029
18802,399925, 9290442585, 5793383
19002,403066, 9409027439, 5842567
19202,406217, 9527001465, 5891293
19402,409401, 9645523075, 5940043
19602,412549, 9766244485, 5989493
19802,415654, 9885294391, 6038059
20002,418723, 10004390201, 6086449
20202,421820, 10123286939, 6134567
20402,424918, 10243118005, 6182873
20602,428006, 10364322314, 6231529
20802,431042, 10482689364, 6278879
21002,434131, 10601682135, 6326293
21202,437192, 10724152927, 6374917
21402,440239, 10845817130, 6423029
21602,443287, 10967585178, 6471013
21802,446312, 11088100583, 6518321
22002,449313, 11208526380, 6565421
22202,452336, 11329271889, 6612481
22402,455326, 11451697219, 6660023
22602,458326, 11573312416, 6707083
22802,461326, 11694523753, 6753823
23002,464334, 11818407820, 6801407
23203,467334, 11940947383, 6848351
23403,470348, 12063125374, 6894977
23603,473302, 12185401141, 6941483
23803,476269, 12308467738, 6988133
24003,479233, 12431140776, 7034479
24203,482151, 12552904419, 7080329
24403,485099, 12676591653, 7126739
24603,488011, 12800268243, 7173017
24803,490944, 12925058859, 7219561
25003,493873, 13048982577, 7265623
25203,496763, 13172246985, 7311287
25403,499665, 13296823336, 7357319
25603,502573, 13421739359, 7403317
25803,505425, 13543840727, 7448141
26003,508281, 13668794255, 7493867
26203,511115, 13793312984, 7539307
26403,514009, 13919302896, 7585139
26603,516879, 14042746948, 7629911
26803,519667, 14164798270, 7674049
27003,522471, 14287989908, 7718471
27203,525227, 14410795904, 7762627
27403,527968, 14532734040, 7806347
27603,530768, 14656061638, 7850431
27803,533547, 14778578776, 7894123
28003,536304, 14902342399, 7938127
28203,539081, 15027099863, 7982329
28403,541819, 15150691183, 8026027
28603,544577, 15274721319, 8069797
28803,547288, 15399486582, 8113673
29003,550018, 15522991874, 8156989
29203,552740, 15646269232, 8200109
29403,555482, 15770147749, 8243329
29603,558153, 15892290097, 8285831
29803,560862, 16017398829, 8329247
30003,563573, 16142821386, 8372669
30203,566259, 16266381299, 8415331
30403,568948, 16392568154, 8458789
30603,571641, 16517133324, 8501579
30803,574358, 16641813673, 8544301
31003,577014, 16765177152, 8586467
31203,579684, 16889463311, 8628811
31403,582358, 17014703743, 8671441
31603,585046, 17141057608, 8714311
31803,587739, 17267982661, 8757269
32003,590418, 17394104304, 8799851
32203,593013, 17518266763, 8841661
32403,595602, 17642121590, 8883283
32603,598253, 17768064954, 8925509
32803,600867, 17893450381, 8967419
33004,603475, 18019723572, 9009551
33204,606068, 18145868287, 9051563
33404,608714, 18272936129, 9093739
33604,611345, 18401226957, 9136273
33804,613958, 18527444922, 9177997
34004,616578, 18654038709, 9219739
34204,619193, 18779696753, 9261101
34404,621809, 18907266712, 9302987
34604,624405, 19035582575, 9345023
34804,627011, 19162968282, 9386659
35004,629630, 19292929939, 9429041
35204,632314, 19426254874, 9472429
35404,634958, 19556829283, 9514819
35604,637589, 19687540509, 9557161
35804,640228, 19816969010, 9598997
36004,642832, 19947679071, 9641153
36204,645453, 20076976420, 9682763
36404,648045, 20209039497, 9725171
36604,650667, 20340610795, 9767293
36804,653297, 20472140560, 9809383
37004,655894, 20604222013, 9851507
37204,658469, 20735253255, 9893239
37404,661050, 20866820034, 9935033
37604,663636, 20999351533, 9977053
37804,666198, 21131916203, 10018991
38004,668807, 21263306448, 10060459
38204,671373, 21394160510, 10101697
38404,673958, 21526555951, 10143323
38604,676534, 21659886269, 10185157
38804,679102, 21793638890, 10227037
39004,681670, 21925492696, 10268239
39204,684209, 22057647679, 10309447
39404,686777, 22191333711, 10351051
39604,689335, 22323680840, 10392167
39804,691904, 22455799576, 10433123
40004,694435, 22587213194, 10473781
40204,696982, 22719491845, 10514627
40404,699527, 22853574351, 10555949
40604,702056, 22986591161, 10596863
40804,704578, 23120256294, 10637897
41004,707117, 23251815080, 10678207
41204,709645, 23383635382, 10718509
41404,712151, 23517664566, 10759421
41604,714635, 23651902544, 10800331
41804,717158, 23785631635, 10840961
42004,719661, 23919876213, 10881743
42204,722170, 24053784103, 10922291
42404,724703, 24187576749, 10962769
42604,727210, 24322730675, 11003563
42804,729661, 24456354713, 11043821
43004,732167, 24589297407, 11083801
43205,734647, 24723533717, 11124097
43405,737138, 24858347459, 11164493
43605,739642, 24992749585, 11204689
43805,742119, 25128787559, 11245303
44005,744601, 25264984201, 11285899
44205,747065, 25398983811, 11325763
44405,749517, 25533846329, 11365811
44605,751974, 25669682703, 11406067
44805,754420, 25804162845, 11445877
45005,756886, 25939249643, 11485757
45205,759352, 26075484291, 11525957
45405,761832, 26210460599, 11565689
45605,764319, 26347930439, 11606081
45805,766801, 26485291739, 11646389
46005,769196, 26618137276, 11685283
46205,771624, 26753128548, 11724763
46405,773928, 26881941536, 11762363
46605,776365, 27017479193, 11801861
46805,778781, 27153430159, 11841409
47005,781221, 27289129003, 11880821
47205,783626, 27425266643, 11920291
47405,786105, 27562069852, 11959903
47605,788512, 27698947482, 11999461
47805,790914, 27836022648, 12039007
48005,793332, 27971714651, 12078097
48205,795721, 28108232599, 12117359
48405,798145, 28244939673, 12156593
48605,800534, 28382447906, 12196013
48805,802930, 28517381060, 12234637
49005,805343, 28656445759, 12274373
49205,807750, 28791597787, 12312941
49405,810135, 28930856877, 12352583
49605,812545, 29066715956, 12391243
49805,814945, 29203152724, 12429983
50005,817309, 29340361009, 12468881
50205,819651, 29477892287, 12507773
50405,822039, 29614654218, 12546461
50605,824420, 29753594500, 12585667
50805,826802, 29890827103, 12624331
51005,829144, 30027742260, 12662833
51205,831520, 30165295068, 12701477
51405,833889, 30301464783, 12739673
51605,836256, 30438753705, 12778111
51805,838597, 30575949358, 12816481
52006,840960, 30713378303, 12854851
52206,843306, 30851548139, 12893351
52406,845635, 30991269104, 12932263
52606,848004, 31131260770, 12971173
52806,850322, 31268279887, 13009169
53006,852656, 31407672746, 13047829
53206,854986, 31547419744, 13086499
53406,857315, 31687150305, 13125107
53606,859643, 31825751060, 13163347
53806,862002, 31964385743, 13201541
54006,864325, 32103254511, 13239731
54206,866650, 32242185706, 13277899
54406,869010, 32382567615, 13316417
54606,871312, 32521515610, 13354477
54806,873635, 32659974210, 13392349
55006,875935, 32799369551, 13430423
55206,878234, 32939498056, 13468627
55406,880537, 33078403423, 13506439
55606,882845, 33219037513, 13544681
55806,885141, 33357980211, 13582463
56006,887470, 33496463309, 13620023
56206,889763, 33635913854, 13657793
56406,892087, 33775653499, 13695589
56606,894372, 33914192974, 13732987
56806,896655, 34053960149, 13770709
57006,898957, 34193885339, 13808359
57206,901246, 34333220439, 13845863
57406,903549, 34473552624, 13883579
57606,905866, 34612755069, 13920923
57806,908150, 34755214574, 13959089
58006,910396, 34895983979, 13996751
58206,912665, 35034875714, 14033861
58406,914919, 35176186249, 14071567
58606,917206, 35315575984, 14108711
58806,919480, 35455705839, 14146003
59006,921739, 35596781094, 14183483
59206,923970, 35736414349, 14220559
59406,926249, 35877445224, 14257931
59606,928525, 36017840879, 14295109
59806,930767, 36157949814, 14332127
